rndrng_prvdr_geo_lvl,rndrng_prvdr_geo_cd,StateName,hcpcs_cd,hcpcs_desc,desc,hcpcs_drug_ind,place_of_srvc,tot_rndrng_prvdrs,tot_benes,tot_srvcs,tot_bene_day_srvcs,avg_sbmtd_chrg,avg_mdcr_alowd_amt,avg_mdcr_pymt_amt,avg_mdcr_stdzd_amt,Year,filename,tot_rndrng_prvdrs_bio,tot_benes_bio,tot_srvcs_bio,tot_bene_day_srvcs_bio,avg_sbmtd_chrg_bio,avg_mdcr_alowd_amt_bio,avg_mdcr_pymt_amt_bio,avg_mdcr_stdzd_amt_bio,tot_rndrng_prvdrs_share,tot_benes_share,tot_srvcs_share,tot_bene_day_srvcs_share,ActualEarnedPremiums,NumberofLivesCovered,Total,Medigap_Share,MA_Covered,MA_Share,state_id,hcpcs_id,tot_mdcr_pymt_amt_share
State,19,IOWA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,55,831,28850,3815,136.54111,69.754417,55.684044,54.624847,2021,mup_phy_r23_p05_v10_d21_geo.csv,49,104,38776,597,9.5168343,4.5185785,3.6183758,3.5995753,0.47115386,0.11122995,0.57338893,0.13531278,748250472,303612,603783,0.502849534,161584,.2111196328036092,IOWA,J9035,0.080322236
State,19,IOWA,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,58,227,49190,563,153.31236,87.452568,70.005875,69.497627,2021,mup_phy_r23_p05_v10_d21_geo.csv,63,163,43867,564,10.678368,5.2785921,4.222692,4.2612867,0.52066118,0.41794872,0.47139925,0.50044364,748250472,303612,603783,0.502849534,161584,.2111196328036092,IOWA,J9312,0.051045943
State,19,IOWA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,50,341,97993,1887,113.85081,41.689144,33.270561,32.795834,2021,mup_phy_r23_p05_v10_d21_geo.csv,50,125,25120,552,11.842506,5.4656649,4.4076352,4.4895039,0.5,0.26824033,0.20404018,0.22632226,748250472,303612,603783,0.502849534,161584,.2111196328036092,IOWA,J1745,0.032844774
State,19,IOWA,J9355,"Injection, trastuzumab, excludes biosimilar, 10 mg",trastuzumab,Y,O,25,47,16290,345,168.54753,86.850044,69.55452,68.182205,2021,mup_phy_r23_p05_v10_d21_geo.csv,49,83,23859,599,25.771856,11.451159,9.1722784,9.2425394,0.66216218,0.63846153,0.59426135,0.63453388,748250472,303612,603783,0.502849534,161584,.2111196328036092,IOWA,J9355,0.16187876
State,19,IOWA,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,8,12,22980,52,2.1044385,0.94639689,0.75051439,0.73550522,2021,mup_phy_r23_p05_v10_d21_geo.csv,75,198,827970,2098,0.068474047,0.015981898,0.012742635,0.012506385,0.90361446,0.94285715,0.97299486,0.97581393,748250472,303612,603783,0.502849534,161584,.2111196328036092,IOWA,J1442,0.37955141
State,19,IOWA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,43,2444,64792,11506,537.07867,314.48019,252.63065,248.16594,2021,mup_phy_r23_p05_v10_d21_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,748250472,303612,603783,0.502849534,161584,.2111196328036092,IOWA,J2778,0
State,19,IOWA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,33,104,16681,734,21.042551,8.287838,6.5139956,6.5319004,2021,mup_phy_r23_p05_v10_d21_geo.csv,31,45,12759,329,1.2536486,0.37027255,0.29468942,0.30041194,0.484375,0.30201343,0.43338993,0.30950141,748250472,303612,603783,0.502849534,161584,.2111196328036092,IOWA,J0885,0.033445522
State,19,IOWA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,53,336,1289,1289,7119.3604,2617.3049,2097.1624,2057.3318,2021,mup_phy_r23_p05_v10_d21_geo.csv,49,99,4128,344,52.23254,22.582649,18.116444,17.760317,0.48039216,0.22758621,0.76204538,0.21065524,748250472,303612,603783,0.502849534,161584,.2111196328036092,IOWA,J2505,0.026920069
State,19,IOWA,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,49,159,39349,438,148.75647,81.766342,65.181412,65.687973,2022,mup_phy_r24_p05_v10_d22_geo.csv,70,193,49546,641,10.549515,4.3245192,3.4462986,3.4326091,0.58823532,0.54829544,0.55735415,0.59406859,766211828,298379,615285,.4849443753707631,183826,.2300381298718201,IOWA,J9312,0.062418465
State,19,IOWA,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,4,11,24480,51,2.8823528,0.97719282,0.77873164,0.77795464,2022,mup_phy_r24_p05_v10_d22_geo.csv,67,137,590280,1397,0.046334315,0.011492278,0.009031863,0.008976777,0.94366199,0.92567569,0.96017957,0.96477902,766211828,298379,615285,.4849443753707631,183826,.2300381298718201,IOWA,J1442,0.21854471
State,19,IOWA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,31,88,16270,661,22.649908,8.1400023,6.3287635,6.2848659,2022,mup_phy_r24_p05_v10_d22_geo.csv,28,39,6772,220,0.71250612,0.35499051,0.28056741,0.27762398,0.47457626,0.30708662,0.29389811,0.24971624,766211828,298379,615285,.4849443753707631,183826,.2300381298718201,IOWA,J0885,0.018117869
State,19,IOWA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,43,611,8074,2303,129.87386,62.570866,48.959354,48.639313,2022,mup_phy_r24_p05_v10_d22_geo.csv,43,123,63632,875,9.2985592,3.3345516,2.66096,2.6934698,0.5,0.16757493,0.88740134,0.27533039,766211828,298379,615285,.4849443753707631,183826,.2300381298718201,IOWA,J9035,0.299887
State,19,IOWA,J9355,"Injection, trastuzumab, excludes biosimilar, 10 mg",trastuzumab,Y,O,15,13,4885,102,114.97775,64.880226,51.701153,51.316925,2022,mup_phy_r24_p05_v10_d22_geo.csv,44,90,30244,790,17.571508,6.4907117,5.1725101,5.2152505,0.74576271,0.87378639,0.86094111,0.88565022,766211828,298379,615285,.4849443753707631,183826,.2300381298718201,IOWA,J9355,0.38248983
State,19,IOWA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,60,370,104894,2031,113.82191,35.795292,28.329075,28.232265,2022,mup_phy_r24_p05_v10_d22_geo.csv,76,171,29427,636,12.183983,5.3429346,4.2366238,4.3051257,0.55882353,0.31608135,0.21907967,0.2384702,766211828,298379,615285,.4849443753707631,183826,.2300381298718201,IOWA,J1745,0.040265575
State,19,IOWA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,40,2080,52743,9317,544.3667,279.33011,222.21503,220.77411,2022,mup_phy_r24_p05_v10_d22_geo.csv,3,37,251,37,11.66378,9.6147537,7.6605349,7.662477,0.069767445,0.017477563,0.004736385,0.003955527,766211828,298379,615285,.4849443753707631,183826,.2300381298718201,IOWA,J2778,0.00016403
State,19,IOWA,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,42,141,33980,368,141.66991,78.597336,62.592121,63.484653,2023,mup_phy_r25_p05_v20_d23_geo.csv,68,188,49545,643,10.211169,2.9814086,2.3713038,2.3913012,0.61818182,0.5714286,0.59317571,0.63600397,780321943,292514,627625,.4660649273053177,209833,.2505594310401238,IOWA,J9312,0.052347176
State,19,IOWA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,36,1302,28587,5030,504.85416,226.79211,179.942,180.77171,2023,mup_phy_r25_p05_v20_d23_geo.csv,8,153,3725,607,13.321509,8.9357958,7.0727081,7.0727081,0.18181819,0.10515464,0.11528224,0.10768139,780321943,292514,627625,.4660649273053177,209833,.2505594310401238,IOWA,J2778,0.005095564
State,19,IOWA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,41,444,4356,1750,118.50108,62.815617,48.686291,48.755199,2023,mup_phy_r25_p05_v20_d23_geo.csv,76,165,62743,856,14.792874,5.1391306,4.089221,4.1231575,0.64957267,0.27093595,0.93508101,0.32847276,780321943,292514,627625,.4660649273053177,209833,.2505594310401238,IOWA,J9035,0.54746908
State,19,IOWA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,26,56,14607,506,25.23547,7.4462595,5.819139,5.819139,2023,mup_phy_r25_p05_v20_d23_geo.csv,27,37,4161,184,0.73018104,0.32228571,0.25140372,0.25140381,0.50943398,0.39784947,0.22170717,0.26666668,780321943,292514,627625,.4660649273053177,209833,.2505594310401238,IOWA,J0885,0.012157309
State,19,IOWA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,64,339,90580,1780,116.69977,33.032284,26.087696,26.150051,2023,mup_phy_r25_p05_v20_d23_geo.csv,88,198,41158,824,12.357188,3.5303757,2.780905,2.8218606,0.57894737,0.36871508,0.31242314,0.31643626,780321943,292514,627625,.4660649273053177,209833,.2505594310401238,IOWA,J1745,0.046198756
State,20,KANSAS,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,27,3308,79127,14662,682.20117,386.21451,307.68405,307.74835,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,499280913,224586,449063,0.500121364,61337,.1201743730407523,KANSAS,J2778,0
State,20,KANSAS,J1442,"Injection, filgrastim (g-csf), 1 microgram",filgrastim (g-csf),Y,O,58,208,1326401,3240,2.0721788,0.97774005,0.77689695,0.77689695,2015,mup_phy_r19_p04_v10_d15_geo.csv,6,14,32940,75,0.19941939,0.12363467,0.098506562,0.098506562,0.09375,0.063063063,0.02423233,0.022624435,499280913,224586,449063,0.500121364,61337,.1201743730407523,KANSAS,J1442,0.003138955
State,20,KANSAS,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,70,136,48131,1221,160.01117,84.424545,67.247139,67.247139,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,499280913,224586,449063,0.500121364,61337,.1201743730407523,KANSAS,J9355,0
State,20,KANSAS,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,116,490,226185.09,5898,31.44894,11.90679,9.4342804,9.4342804,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,499280913,224586,449063,0.500121364,61337,.1201743730407523,KANSAS,J0885,0
State,20,KANSAS,J1745,"Injection infliximab, 10 mg",infliximab,Y,O,68,590,168714,3531,117.88413,74.534065,59.307098,59.307098,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,499280913,224586,449063,0.500121364,61337,.1201743730407523,KANSAS,J1745,0
State,20,KANSAS,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,76,192,102335,1543,134.45958,67.705276,53.941177,53.957958,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,499280913,224586,449063,0.500121364,61337,.1201743730407523,KANSAS,J9035,0
State,20,KANSAS,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,86,729,2801,2801,6276.4346,3546.842,2823.645,2823.645,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,499280913,224586,449063,0.500121364,61337,.1201743730407523,KANSAS,J2505,0
State,20,KANSAS,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,25,2887,72614,13050,682.37262,376.76788,300.10101,302.11148,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,536181328,233988,458961,0.509821096,67442,.1281185707528263,KANSAS,J2778,0
State,20,KANSAS,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,76,695,2500,2500,6557.064,3863.9502,3078.1748,3088.821,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,536181328,233988,458961,0.509821096,67442,.1281185707528263,KANSAS,J2505,0
State,20,KANSAS,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,62,149,60542,1506,169.63716,88.713036,70.67543,71.382515,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,536181328,233988,458961,0.509821096,67442,.1281185707528263,KANSAS,J9355,0
State,20,KANSAS,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,69,198,92302,1356,135.82324,70.251335,55.964497,56.117126,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,536181328,233988,458961,0.509821096,67442,.1281185707528263,KANSAS,J9035,0
State,20,KANSAS,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,109,503,240746.59,6270,31.476929,12.237051,9.6927929,9.7132072,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,536181328,233988,458961,0.509821096,67442,.1281185707528263,KANSAS,J0885,0
State,20,KANSAS,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,49,108,468187,1144,2.3707621,0.98717302,0.78383803,0.78637177,2016,mup_phy_r19_p04_v10_d16_geo.csv,72,370,1647959,3907,0.28289711,0.11021973,0.087756917,0.087869428,0.59504133,0.77405858,0.77875489,0.77351022,536181328,233988,458961,0.509821096,67442,.1281185707528263,KANSAS,J1442,0.28267998
State,20,KANSAS,J1745,"Injection infliximab, 10 mg",infliximab,Y,O,62,593,159472.8,3252,137.03357,79.479332,63.214516,64.062775,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,536181328,233988,458961,0.509821096,67442,.1281185707528263,KANSAS,J1745,0
State,20,KANSAS,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,85,659,2502,2502,6898.3926,4139.3662,3298.0649,3310.7397,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,556819654,241225,468589,.5147901465890151,74929,.1378592797294662,KANSAS,J2505,0
State,20,KANSAS,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,77,237,96368,1440,138.146,72.791405,57.988194,58.324104,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,556819654,241225,468589,.5147901465890151,74929,.1378592797294662,KANSAS,J9035,0
State,20,KANSAS,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,118,464,229165,5924,31.048836,12.967189,10.24419,10.24419,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,556819654,241225,468589,.5147901465890151,74929,.1378592797294662,KANSAS,J0885,0
State,20,KANSAS,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,22,2764,73850,12808,680.03979,371.29526,295.56061,296.89011,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,556819654,241225,468589,.5147901465890151,74929,.1378592797294662,KANSAS,J2778,0
State,20,KANSAS,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,29,41,218161,487,1.8225669,0.99039656,0.78596562,0.78596562,2017,mup_phy_r19_p04_v10_d17_geo.csv,75,347,1509241,3672,0.27213225,0.091510572,0.072547622,0.073050037,0.72115386,0.89432991,0.87370574,0.88290453,556819654,241225,468589,.5147901465890151,74929,.1378592797294662,KANSAS,J1442,0.38970771
State,20,KANSAS,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,63,136,56175,1294,175.94336,93.672684,74.621529,75.319878,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,556819654,241225,468589,.5147901465890151,74929,.1378592797294662,KANSAS,J9355,0
State,20,KANSAS,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,72,603,158012,3194,148.86813,83.254448,66.210587,66.774979,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,556819654,241225,468589,.5147901465890151,74929,.1378592797294662,KANSAS,J1745,0
State,20,KANSAS,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,22,31,139200,320,1.8141379,0.99739677,0.78998095,0.78998095,2018,mup_phy_r20_p04_v10_d18_geo.csv,85,392,1698298,4034,0.20741555,0.065456048,0.051957808,0.05200801,0.79439253,0.92671394,0.92424482,0.92650437,573743291,248506,480275,.5174243922752589,82545,.1466632315838101,KANSAS,J1442,0.44519439
State,20,KANSAS,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,66,145,71172,1653,183.52652,100.42107,79.982925,80.114105,2018,mup_phy_r20_p04_v10_d18_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,573743291,248506,480275,.5174243922752589,82545,.1466632315838101,KANSAS,J9355,0
State,20,KANSAS,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,118,452,203967,5216,31.383398,12.423164,9.8110485,9.8157759,2018,mup_phy_r20_p04_v10_d18_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,573743291,248506,480275,.5174243922752589,82545,.1466632315838101,KANSAS,J0885,0
State,20,KANSAS,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,28,2820,75853,12992,687.74243,369.60461,294.25296,295.09042,2018,mup_phy_r20_p04_v10_d18_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,573743291,248506,480275,.5174243922752589,82545,.1466632315838101,KANSAS,J2778,0
State,20,KANSAS,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,90,601,2292,2292,7677.0034,4507.4365,3590.813,3600.1992,2018,mup_phy_r20_p04_v10_d18_geo.csv,5,12,288,24,66.948334,36.289085,28.91325,28.91325,0.052631579,0.019575857,0.11162791,0.010362694,573743291,248506,480275,.5174243922752589,82545,.1466632315838101,KANSAS,J2505,0.001010748
State,20,KANSAS,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,101,533,92297,1987,141.94196,76.14724,60.659229,61.195873,2018,mup_phy_r20_p04_v10_d18_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,573743291,248506,480275,.5174243922752589,82545,.1466632315838101,KANSAS,J9035,0
State,20,KANSAS,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,62,533,147078,2884,148.71359,81.20507,64.565125,64.931358,2018,mup_phy_r20_p04_v10_d18_geo.csv,10,12,1494,42,19.573534,6.3787341,5.0822439,5.0822439,0.1388889,0.022018349,0.01005573,0.014354067,573743291,248506,480275,.5174243922752589,82545,.1466632315838101,KANSAS,J1745,0.000798938
State,20,KANSAS,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,32,3201,86961,15036,691.30115,352.72949,280.83194,281.58746,2019,mup_phy_r21_p04_v10_d19_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,580952532,253450,490388,.5168356485068966,93576,.1602427546903576,KANSAS,J2778,0
State,20,KANSAS,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,59,498,135257,2594,153.80219,67.586388,53.733322,54.19368,2019,mup_phy_r21_p04_v10_d19_geo.csv,27,28,4981,112,23.190718,7.1163163,5.6644158,5.6644158,0.31395349,0.05323194,0.035518192,0.041389506,580952532,253450,490388,.5168356485068966,93576,.1602427546903576,KANSAS,J1745,0.003867101
State,20,KANSAS,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,16,18,130800,275,2.01211,0.97151077,0.77152133,0.77152133,2019,mup_phy_r21_p04_v10_d19_geo.csv,83,389,1865988,4445,0.13452783,0.040177636,0.03189256,0.032147363,0.83838385,0.95577395,0.93449479,0.94173729,580952532,253450,490388,.5168356485068966,93576,.1602427546903576,KANSAS,J1442,0.37095663
State,20,KANSAS,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,89,552,2112,2111,7402.061,4479.9004,3569.2593,3585.5374,2019,mup_phy_r21_p04_v10_d19_geo.csv,52,132,4092,341,89.471016,48.935413,38.950306,39.257435,0.36879432,0.19298245,0.65957445,0.13907015,580952532,253450,490388,.5168356485068966,93576,.1602427546903576,KANSAS,J2505,0.020705597
State,20,KANSAS,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,120,435,211844,5466,31.680429,11.341022,8.9946108,8.9986849,2019,mup_phy_r21_p04_v10_d19_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,580952532,253450,490388,.5168356485068966,93576,.1602427546903576,KANSAS,J0885,0
State,20,KANSAS,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,91,598,85657,1893,142.47115,79.767555,63.506081,63.657951,2019,mup_phy_r21_p04_v10_d19_geo.csv,30,41,8640,125,8.5291357,4.5932708,3.6596792,3.6596792,0.24793388,0.064162754,0.0916254,0.061942518,580952532,253450,490388,.5168356485068966,93576,.1602427546903576,KANSAS,J9035,0.005779117
State,20,KANSAS,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,69,136,64412,1400,196.7695,104.80711,83.484337,83.912979,2019,mup_phy_r21_p04_v10_d19_geo.csv,29,40,5482,129,11.158312,5.948019,4.7390718,4.7390718,0.29591838,0.22727273,0.078433059,0.08436887,580952532,253450,490388,.5168356485068966,93576,.1602427546903576,KANSAS,J9355,0.004808032
State,20,KANSAS,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,81,358,93943,1168,150.99811,92.11161,73.377068,73.935318,2019,mup_phy_r21_p04_v10_d19_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,580952532,253450,490388,.5168356485068966,93576,.1602427546903576,KANSAS,J9312,0
State,20,KANSAS,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,65,318,1101,1101,7450.3403,3939.9978,3143.7256,3129.3945,2020,mup_phy_r22_p05_v10_d20_geo.csv,62,256,9576,798,126.06264,53.490971,42.753029,42.026886,0.48818898,0.44599304,0.89688116,0.42022118,608413084,253269,501621,.5049011105994367,109138,.1786924138653708,KANSAS,J2505,0.10577127
State,20,KANSAS,J9355,"Injection, trastuzumab, excludes biosimilar, 10 mg",trastuzumab,Y,O,27,38,13250,276,246.36571,101.54623,81.126457,81.594719,2020,mup_phy_r22_p05_v10_d20_geo.csv,53,90,30340,704,10.087996,4.8631668,3.8830831,3.8423157,0.66250002,0.703125,0.69603121,0.71836734,608413084,253269,501621,.5049011105994367,109138,.1786924138653708,KANSAS,J9355,0.098775014
State,20,KANSAS,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,60,446,120772,2289,144.03035,52.026119,41.433189,41.596035,2020,mup_phy_r22_p05_v10_d20_geo.csv,22,37,6170,144,23.253845,5.5442171,4.416976,4.3559017,0.2682927,0.076604553,0.048604876,0.05918619,608413084,253269,501621,.5049011105994367,109138,.1786924138653708,KANSAS,J1745,0.005416724
State,20,KANSAS,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,33,3074,84027,14217,698.39514,334.05511,266.60107,263.92828,2020,mup_phy_r22_p05_v10_d20_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,608413084,253269,501621,.5049011105994367,109138,.1786924138653708,KANSAS,J2778,0
State,20,KANSAS,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,62,263,60425,711,158.51689,91.585815,73.124153,73.039848,2020,mup_phy_r22_p05_v10_d20_geo.csv,36,127,40020,535,9.333889,4.3657937,3.4908254,3.447387,0.36734694,0.32564104,0.39842701,0.42937401,608413084,253269,501621,.5049011105994367,109138,.1786924138653708,KANSAS,J9312,0.030648485
State,20,KANSAS,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,109,408,207307,5339,31.611258,9.793745,7.7541809,7.6552024,2020,mup_phy_r22_p05_v10_d20_geo.csv,26,36,6590,215,1.2802669,0.49820828,0.39654449,0.38994956,0.19259259,0.081081077,0.030809222,0.03871084,608413084,253269,501621,.5049011105994367,109138,.1786924138653708,KANSAS,J0885,0.001623013
State,20,KANSAS,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,59,297,19857,602,160.70749,78.494171,62.596088,62.068756,2020,mup_phy_r22_p05_v10_d20_geo.csv,67,137,71172,986,7.6968679,3.6877987,2.9463511,2.9299715,0.53174603,0.3156682,0.78186071,0.62090683,608413084,253269,501621,.5049011105994367,109138,.1786924138653708,KANSAS,J9035,0.14435346
State,20,KANSAS,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,61,453,116388,2289,147.76093,41.366333,32.971008,32.838112,2021,mup_phy_r23_p05_v10_d21_geo.csv,34,36,9190,193,20.165976,3.8777733,3.0836957,3.0220222,0.35789475,0.073619634,0.073181607,0.077759869,617753923,249918,511337,.4887539919857159,131476,.2045322667712072,KANSAS,J1745,0.007330796
State,20,KANSAS,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,54,194,52441,591,159.16156,87.674545,70.144806,69.269661,2021,mup_phy_r23_p05_v10_d21_geo.csv,54,193,66340,891,7.8070564,2.9762554,2.381947,2.344151,0.5,0.49870801,0.55850685,0.60121459,617753923,249918,511337,.4887539919857159,131476,.2045322667712072,KANSAS,J9312,0.041188348
State,20,KANSAS,J9355,"Injection, trastuzumab, excludes biosimilar, 10 mg",trastuzumab,Y,O,12,11,5220,105,215.5092,93.229149,74.878876,73.381294,2021,mup_phy_r23_p05_v10_d21_geo.csv,73,139,46377,1208,27.11377,9.3742914,7.5321274,7.4245114,0.85882354,0.92666668,0.89883131,0.92003047,617753923,249918,511337,.4887539919857159,131476,.2045322667712072,KANSAS,J9355,0.47193253
State,20,KANSAS,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,28,2767,82094,13769,694.495,313.8475,252.76521,249.03171,2021,mup_phy_r23_p05_v10_d21_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,617753923,249918,511337,.4887539919857159,131476,.2045322667712072,KANSAS,J2778,0
State,20,KANSAS,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,49,134,458,458,7095.1084,2688.4934,2154.3779,2132.1211,2021,mup_phy_r23_p05_v10_d21_geo.csv,70,374,16261,1356,104.86785,35.181698,28.354637,27.973349,0.58823532,0.73622048,0.972606,0.74751931,617753923,249918,511337,.4887539919857159,131476,.2045322667712072,KANSAS,J2505,0.31847021
State,20,KANSAS,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,85,323,165024,4185,31.570227,8.4269905,6.7091632,6.5856962,2021,mup_phy_r23_p05_v10_d21_geo.csv,45,111,24753,949,1.1290162,0.41149896,0.32581925,0.32510114,0.34615386,0.25576037,0.13043204,0.18484612,617753923,249918,511337,.4887539919857159,131476,.2045322667712072,KANSAS,J0885,0.007231644
State,20,KANSAS,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,45,545,8248,1431,177.45142,72.611946,58.083485,57.051983,2021,mup_phy_r23_p05_v10_d21_geo.csv,60,173,95940,1264,10.254335,4.9559965,4.0037475,3.9325786,0.5714286,0.24094708,0.92083544,0.4690167,617753923,249918,511337,.4887539919857159,131476,.2045322667712072,KANSAS,J9035,0.44499889
