rndrng_prvdr_geo_lvl,rndrng_prvdr_geo_cd,StateName,hcpcs_cd,hcpcs_desc,desc,hcpcs_drug_ind,place_of_srvc,tot_rndrng_prvdrs,tot_benes,tot_srvcs,tot_bene_day_srvcs,avg_sbmtd_chrg,avg_mdcr_alowd_amt,avg_mdcr_pymt_amt,avg_mdcr_stdzd_amt,Year,filename,tot_rndrng_prvdrs_bio,tot_benes_bio,tot_srvcs_bio,tot_bene_day_srvcs_bio,avg_sbmtd_chrg_bio,avg_mdcr_alowd_amt_bio,avg_mdcr_pymt_amt_bio,avg_mdcr_stdzd_amt_bio,tot_rndrng_prvdrs_share,tot_benes_share,tot_srvcs_share,tot_bene_day_srvcs_share,ActualEarnedPremiums,NumberofLivesCovered,Total,Medigap_Share,MA_Covered,MA_Share,state_id,hcpcs_id,tot_mdcr_pymt_amt_share
State,01,ALABAMA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,128,7580,235575,30015,116.92236,66.805061,53.019604,53.020779,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,367694094,193821,900325,.2152789270541194,237934,.2090332692295866,ALABAMA,J9035,0
State,01,ALABAMA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,80,1538,6165,6165,6214.3848,3528.3962,2810.7219,2811.9153,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,367694094,193821,900325,.2152789270541194,237934,.2090332692295866,ALABAMA,J2505,0
State,01,ALABAMA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,25,782,16692,3326,517.72021,382.4537,304.40387,304.40387,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,367694094,193821,900325,.2152789270541194,237934,.2090332692295866,ALABAMA,J2778,0
State,01,ALABAMA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,100,1108,237724,7999,23.59236,11.886146,9.3862028,9.3862028,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,367694094,193821,900325,.2152789270541194,237934,.2090332692295866,ALABAMA,J0885,0
State,01,ALABAMA,J1745,"Injection infliximab, 10 mg",infliximab,Y,O,102,1044,329952,6349,95.47863,72.796059,57.945503,57.954376,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,367694094,193821,900325,.2152789270541194,237934,.2090332692295866,ALABAMA,J1745,0
State,01,ALABAMA,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,73,240,97010,2519,154.69186,83.822838,66.752899,66.752899,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,367694094,193821,900325,.2152789270541194,237934,.2090332692295866,ALABAMA,J9355,0
State,01,ALABAMA,J1442,"Injection, filgrastim (g-csf), 1 microgram",filgrastim (g-csf),Y,O,68,414,1072301,2420,3.0287778,0.96210939,0.76395953,0.76395953,2015,mup_phy_r19_p04_v10_d15_geo.csv,5,17,32700,70,0.13458715,0.1191875,0.094963491,0.094963491,0.06849315,0.039443154,0.029592734,0.028112451,367694094,193821,900325,.2152789270541194,237934,.2090332692295866,ALABAMA,J1442,0.003776367
State,01,ALABAMA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,95,1016,239200,8002,23.66646,12.222308,9.6478195,9.6898947,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,383325454,199358,918557,.2170338912010904,257056,.2186569900128699,ALABAMA,J0885,0
State,01,ALABAMA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,131,7671,225627,30640,124.52331,69.223473,54.893459,56.030212,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,383325454,199358,918557,.2170338912010904,257056,.2186569900128699,ALABAMA,J9035,0
State,01,ALABAMA,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,77,244,96608,2531,159.63354,88.920189,70.82074,71.220619,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,383325454,199358,918557,.2170338912010904,257056,.2186569900128699,ALABAMA,J9355,0
State,01,ALABAMA,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,67,302,709560,1608,3.1878927,0.98520541,0.78223234,0.7857759,2016,mup_phy_r19_p04_v10_d16_geo.csv,11,110,359340,877,0.16471343,0.11046341,0.088024512,0.088796929,0.14102565,0.2669903,0.33617738,0.35291749,383325454,199358,918557,.2170338912010904,257056,.2186569900128699,ALABAMA,J1442,0.053915568
State,01,ALABAMA,J1745,"Injection infliximab, 10 mg",infliximab,Y,O,108,1040,325051,6228,102.22042,78.384064,62.356701,64.212234,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,383325454,199358,918557,.2170338912010904,257056,.2186569900128699,ALABAMA,J1745,0
State,01,ALABAMA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,26,744,16640,3275,512.40643,371.44266,295.51892,299.33655,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,383325454,199358,918557,.2170338912010904,257056,.2186569900128699,ALABAMA,J2778,0
State,01,ALABAMA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,88,1459,5814,5814,6451.9385,3832.7654,3053.2615,3094.2373,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,383325454,199358,918557,.2170338912010904,257056,.2186569900128699,ALABAMA,J2505,0
State,01,ALABAMA,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,61,184,420480,976,3.6305137,0.98773921,0.78237385,0.78465927,2017,mup_phy_r19_p04_v10_d17_geo.csv,16,104,347700,892,0.20206116,0.078351565,0.062284429,0.065722734,0.20779221,0.3611111,0.45262828,0.47751606,401979434,205806,935026,.2201072483545912,358160,.2769593855794913,ALABAMA,J1442,0.061764158
State,01,ALABAMA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,89,1257,5018,5017,8044.1772,4104.415,3269.3975,3314.7354,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,401979434,205806,935026,.2201072483545912,358160,.2769593855794913,ALABAMA,J2505,0
State,01,ALABAMA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,99,865,200368,6511,26.980589,12.87777,10.155362,10.228524,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,401979434,205806,935026,.2201072483545912,358160,.2769593855794913,ALABAMA,J0885,0
State,01,ALABAMA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,28,650,15364,2942,486.83426,366.06992,290.90659,294.81415,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,401979434,205806,935026,.2201072483545912,358160,.2769593855794913,ALABAMA,J2778,0
State,01,ALABAMA,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,74,209,88171,2070,177.66299,93.781158,74.692047,75.064438,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,401979434,205806,935026,.2201072483545912,358160,.2769593855794913,ALABAMA,J9355,0
State,01,ALABAMA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,126,6708,185392,26624,132.66164,72.264282,57.294167,58.143353,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,401979434,205806,935026,.2201072483545912,358160,.2769593855794913,ALABAMA,J9035,0
State,01,ALABAMA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,98,850,269830,5083,109.96448,81.86544,65.101059,66.793503,2017,mup_phy_r19_p04_v10_d17_geo.csv,13,37,5851,129,20.317989,8.7141666,6.9496212,7.0686297,0.11711711,0.04171364,0.021223806,0.024750575,401979434,205806,935026,.2201072483545912,358160,.2769593855794913,ALABAMA,J1745,0.002309451
State,01,ALABAMA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,92,880,199104,6338,26.552849,12.34731,9.7107506,9.7831316,2018,mup_phy_r20_p04_v10_d18_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,399570095,202752,952233,.2129226775379555,391045,.2911124875118926,ALABAMA,J0885,0
State,01,ALABAMA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,93,764,237332.59,4467,112.13779,80.395775,63.952805,65.083054,2018,mup_phy_r20_p04_v10_d18_geo.csv,30,63,8738,189,34.231918,12.390779,9.8439178,9.8972969,0.24390244,0.076178961,0.035510134,0.040592782,399570095,202752,952233,.2129226775379555,391045,.2911124875118926,ALABAMA,J1745,0.005635193
State,01,ALABAMA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,87,1084,4190,4190,7890.979,4473.6265,3563.7483,3601.1196,2018,mup_phy_r20_p04_v10_d18_geo.csv,20,44,1179,101,64.134941,32.925774,26.23354,26.23354,0.18691589,0.039007094,0.21959397,0.023537638,399570095,202752,952233,.2129226775379555,391045,.2911124875118926,ALABAMA,J2505,0.00206705
State,01,ALABAMA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,26,672,15992,3003,468.57108,361.48047,287.43759,292.56445,2018,mup_phy_r20_p04_v10_d18_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,399570095,202752,952233,.2129226775379555,391045,.2911124875118926,ALABAMA,J2778,0
State,01,ALABAMA,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,66,202,90551,2021,179.53165,97.40966,77.567833,78.426575,2018,mup_phy_r20_p04_v10_d18_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,399570095,202752,952233,.2129226775379555,391045,.2911124875118926,ALABAMA,J9355,0
State,01,ALABAMA,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,45,101,246291,554,3.0553899,0.99182802,0.78738624,0.79331869,2018,mup_phy_r20_p04_v10_d18_geo.csv,29,138,426782,1049,0.17213877,0.058289435,0.04635689,0.047348402,0.3918919,0.57740587,0.63407981,0.65439802,399570095,202752,952233,.2129226775379555,391045,.2911124875118926,ALABAMA,J1442,0.0925752
State,01,ALABAMA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,127,6420,180815,24615,140.59486,75.68589,60.057514,60.926556,2018,mup_phy_r20_p04_v10_d18_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,399570095,202752,952233,.2129226775379555,391045,.2911124875118926,ALABAMA,J9035,0
State,01,ALABAMA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,29,613,13506,2543,466.11954,343.8569,273.35501,278.86221,2019,mup_phy_r21_p04_v10_d19_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,401759736,202084,968161,.2087297463954859,426902,.3060091193014222,ALABAMA,J2778,0
State,01,ALABAMA,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,34,78,204300,433,3.3396592,0.96784288,0.76534837,0.76768845,2019,mup_phy_r21_p04_v10_d19_geo.csv,30,110,317222,819,0.14527822,0.037885759,0.030052453,0.030052453,0.46875,0.58510637,0.60826194,0.65415335,401759736,202084,968161,.2087297463954859,426902,.3060091193014222,ALABAMA,J1442,0.05746622
State,01,ALABAMA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,92,888,3460,3460,8412.083,4444.9604,3540.5251,3566.4448,2019,mup_phy_r21_p04_v10_d19_geo.csv,38,147,6036,504,75.950134,42.441338,33.814705,34.356766,0.2923077,0.14202899,0.63563603,0.12714429,401759736,202084,968161,.2087297463954859,426902,.3060091193014222,ALABAMA,J2505,0.016388331
State,01,ALABAMA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,135,6286,162400,23795,143.23671,77.955963,61.861359,63.223862,2019,mup_phy_r21_p04_v10_d19_geo.csv,20,35,7098,124,7.224247,4.292841,3.4193106,3.4193106,0.12903225,0.005537099,0.041876599,0.005184163,401759736,202084,968161,.2087297463954859,426902,.3060091193014222,ALABAMA,J9035,0.002410023
State,01,ALABAMA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,85,529,91439,2819,28.768211,11.233688,8.7094517,8.8185387,2019,mup_phy_r21_p04_v10_d19_geo.csv,42,334,71841,2107,1.3194295,0.63153726,0.50291401,0.5049088,0.33070865,0.38702202,0.43998653,0.42773041,401759736,202084,968161,.2087297463954859,426902,.3060091193014222,ALABAMA,J0885,0.043398514
State,01,ALABAMA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,92,702,210939,3961,116.41371,66.76226,53.078835,54.705833,2019,mup_phy_r21_p04_v10_d19_geo.csv,19,41,8340,176,21.40728,6.5937471,5.234076,5.3000326,0.17117117,0.055181697,0.038033739,0.042542905,401759736,202084,968161,.2087297463954859,426902,.3060091193014222,ALABAMA,J1745,0.003883631
State,01,ALABAMA,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,69,188,90612,1997,186.60706,102.05502,81.266319,82.700119,2019,mup_phy_r21_p04_v10_d19_geo.csv,20,36,3594,79,13.099348,5.5762672,4.4428797,4.4428806,0.22471911,0.16071428,0.038150437,0.038053948,401759736,202084,968161,.2087297463954859,426902,.3060091193014222,ALABAMA,J9355,0.002163743
State,01,ALABAMA,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,108,623,185607,2373,156.34822,91.411507,72.81015,74.227127,2019,mup_phy_r21_p04_v10_d19_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,401759736,202084,968161,.2087297463954859,426902,.3060091193014222,ALABAMA,J9312,0
State,01,ALABAMA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,120,5836,92328,21618,138.22784,75.716331,59.957626,60.922604,2020,mup_phy_r22_p05_v10_d20_geo.csv,78,182,67666,1156,12.250319,5.3800426,4.3020043,4.3058658,0.39393941,0.030242605,0.42292836,0.05075964,413168758,195646,983760,.1988757420509067,472838,.3246180483565129,ALABAMA,J9035,0.049958136
State,01,ALABAMA,J9355,"Injection, trastuzumab, excludes biosimilar, 10 mg",trastuzumab,Y,O,54,106,38080,827,206.25388,98.902847,78.892616,80.281906,2020,mup_phy_r22_p05_v10_d20_geo.csv,71,147,42594,991,21.990759,10.91537,8.7259312,8.6372061,0.56800002,0.58102769,0.52797681,0.5451045,413168758,195646,983760,.1988757420509067,472838,.3246180483565129,ALABAMA,J9355,0.11009566
State,01,ALABAMA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,102,597,192655,3540,118.48887,50.910622,40.515438,41.665726,2020,mup_phy_r22_p05_v10_d20_geo.csv,21,29,6810,138,12.110293,4.0347433,3.206377,3.2269387,0.17073171,0.046325877,0.034141328,0.03752039,413168758,195646,983760,.1988757420509067,472838,.3246180483565129,ALABAMA,J1745,0.002789637
State,01,ALABAMA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,27,423,9909,1780,486.90146,327.45578,260.86505,263.77673,2020,mup_phy_r22_p05_v10_d20_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,413168758,195646,983760,.1988757420509067,472838,.3246180483565129,ALABAMA,J2778,0
State,01,ALABAMA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,90,854,3347,3347,8304.5088,3836.0596,3062.1238,3053.2058,2020,mup_phy_r22_p05_v10_d20_geo.csv,68,201,7788,649,91.334549,39.525574,31.532995,31.196234,0.43037975,0.19052133,0.69941628,0.16241241,413168758,195646,983760,.1988757420509067,472838,.3246180483565129,ALABAMA,J2505,0.023400715
State,01,ALABAMA,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,27,61,194760,416,3.5940356,0.92012453,0.73227561,0.73099166,2020,mup_phy_r22_p05_v10_d20_geo.csv,60,155,425040,1041,0.18721147,0.047024794,0.037440307,0.036984321,0.68965518,0.7175926,0.68576962,0.71448183,413168758,195646,983760,.1988757420509067,472838,.3246180483565129,ALABAMA,J1442,0.10038141
State,01,ALABAMA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,49,202,53185,1464,26.565529,9.547019,7.4864998,7.3879447,2020,mup_phy_r22_p05_v10_d20_geo.csv,48,375,87328,2713,0.88827151,0.36123851,0.28357434,0.27998012,0.49484536,0.64991337,0.62149411,0.64950919,413168758,195646,983760,.1988757420509067,472838,.3246180483565129,ALABAMA,J0885,0.058552898
State,01,ALABAMA,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,105,444,115075,1422,158.74156,89.728485,71.620262,73.018555,2020,mup_phy_r22_p05_v10_d20_geo.csv,111,257,66190,905,17.793425,6.4194317,5.1334748,5.1038446,0.5138889,0.36661911,0.36515599,0.38891277,413168758,195646,983760,.1988757420509067,472838,.3246180483565129,ALABAMA,J9312,0.039595086
State,01,ALABAMA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,42,198,45653,1292,23.428963,7.6651206,6.0446725,5.9952717,2021,mup_phy_r23_p05_v10_d21_geo.csv,57,302,77419,2514,0.82917672,0.35499337,0.27923039,0.27488559,0.57575756,0.60399997,0.62905455,0.66053599,411826018,185897,991595,.1874727081116787,527102,.3470751571906707,ALABAMA,J0885,0.072646305
State,01,ALABAMA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,80,536,1916,1916,8767.1396,2610.2229,2087.4785,2065.137,2021,mup_phy_r23_p05_v10_d21_geo.csv,122,508,21410,1786,106.13509,41.336983,33.067265,32.413521,0.60396039,0.48659003,0.91785991,0.48244193,411826018,185897,991595,.1874727081116787,527102,.3470751571906707,ALABAMA,J2505,0.15038943
State,01,ALABAMA,J9355,"Injection, trastuzumab, excludes biosimilar, 10 mg",trastuzumab,Y,O,40,35,13682,312,182.22702,82.411186,65.873322,65.190704,2021,mup_phy_r23_p05_v10_d21_geo.csv,101,173,43391,1115,22.964645,8.0123577,6.4034734,6.3548446,0.71631205,0.83173078,0.76027191,0.78135949,411826018,185897,991595,.1874727081116787,527102,.3470751571906707,ALABAMA,J9355,0.23564209
State,01,ALABAMA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,89,5627,45630,21001,129.3566,71.013329,56.016483,56.313942,2021,mup_phy_r23_p05_v10_d21_geo.csv,109,272,96613,1570,12.446907,4.382525,3.5058835,3.5033126,0.55050504,0.046109509,0.6792109,0.069558285,411826018,185897,991595,.1874727081116787,527102,.3470751571906707,ALABAMA,J9035,0.11700989
State,01,ALABAMA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,116,595,178647.91,3275,114.23528,41.303185,32.863586,32.795696,2021,mup_phy_r23_p05_v10_d21_geo.csv,21,29,5335,105,10.21505,3.3473179,2.6660388,2.6127188,0.15328467,0.04647436,0.028997259,0.03106509,411826018,185897,991595,.1874727081116787,527102,.3470751571906707,ALABAMA,J1745,0.00241678
State,01,ALABAMA,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,82,263,70334,813,142.89919,85.912666,68.702919,68.726997,2021,mup_phy_r23_p05_v10_d21_geo.csv,110,332,103256,1403,17.122963,5.1898789,4.1469755,4.0844979,0.57291669,0.55798322,0.59482688,0.63312274,411826018,185897,991595,.1874727081116787,527102,.3470751571906707,ALABAMA,J9312,0.08140143
State,01,ALABAMA,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,20,29,96120,194,3.3408246,0.93011665,0.73876208,0.72399002,2021,mup_phy_r23_p05_v10_d21_geo.csv,59,133,382200,875,0.14432846,0.030081889,0.023678968,0.023208024,0.74683547,0.82098764,0.79904664,0.81852198,411826018,185897,991595,.1874727081116787,527102,.3470751571906707,ALABAMA,J1442,0.11304161
State,01,ALABAMA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,22,395,9363,1639,468.52286,312.70465,250.96542,246.45313,2021,mup_phy_r23_p05_v10_d21_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,411826018,185897,991595,.1874727081116787,527102,.3470751571906707,ALABAMA,J2778,0
State,01,ALABAMA,J9355,"Injection, trastuzumab, excludes biosimilar, 10 mg",trastuzumab,Y,O,22,22,8280,173,195.91945,80.31147,64.057175,64.647957,2022,mup_phy_r24_p05_v10_d22_geo.csv,116,183,53114,1293,22.527399,6.7861733,5.4126682,5.4270597,0.84057969,0.89268291,0.8651334,0.8819918,413027609,178885,1003756,.1782156221233049,572365,.3631478801437199,ALABAMA,J9355,0.35150364
State,01,ALABAMA,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,19,30,66660,151,2.7371738,0.98178381,0.7753635,0.7681815,2022,mup_phy_r24_p05_v10_d22_geo.csv,60,127,298560,647,0.14877993,0.025602257,0.020276152,0.020433759,0.75949365,0.80891722,0.81747985,0.81077695,413027609,178885,1003756,.1782156221233049,572365,.3631478801437199,ALABAMA,J1442,0.10484435
State,01,ALABAMA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,40,171,32962,906,16.649252,5.6339974,4.3981838,4.3874044,2022,mup_phy_r24_p05_v10_d22_geo.csv,73,294,73494,2379,1.0054252,0.36008218,0.28171885,0.28230304,0.64601767,0.63225806,0.69036973,0.7242009,413027609,178885,1003756,.1782156221233049,572365,.3631478801437199,ALABAMA,J0885,0.1249695
State,01,ALABAMA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,22,323,7436,1268,468.78067,279.3197,222.07129,220.51163,2022,mup_phy_r24_p05_v10_d22_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,413027609,178885,1003756,.1782156221233049,572365,.3631478801437199,ALABAMA,J2778,0
State,01,ALABAMA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,117,587,168726,3134,92.673546,35.406822,28.085287,28.385061,2022,mup_phy_r24_p05_v10_d22_geo.csv,44,48,9537,187,11.841481,3.8319385,3.0441849,3.0326669,0.27329192,0.075590551,0.053499606,0.05630834,413027609,178885,1003756,.1782156221233049,572365,.3631478801437199,ALABAMA,J1745,0.006089327
State,01,ALABAMA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,76,5419,32114,19736,121.18707,66.89608,51.769306,51.825626,2022,mup_phy_r24_p05_v10_d22_geo.csv,101,254,108138,1750,12.909734,3.4144819,2.724144,2.7410007,0.57062149,0.044773489,0.77102643,0.081448384,413027609,178885,1003756,.1782156221233049,572365,.3631478801437199,ALABAMA,J9035,0.15052018
State,01,ALABAMA,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,75,230,64165,739,138.08653,82.738449,65.973061,66.039055,2022,mup_phy_r24_p05_v10_d22_geo.csv,115,343,105530,1411,17.858278,4.287508,3.4180748,3.4448719,0.60526317,0.59860384,0.62188041,0.65627909,413027609,178885,1003756,.1782156221233049,572365,.3631478801437199,ALABAMA,J9312,0.078519717
State,01,ALABAMA,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,75,190,52565,596,144.81943,79.013336,62.902878,63.628872,2023,mup_phy_r25_p05_v20_d23_geo.csv,144,343,86200,1167,20.163998,4.3482962,3.462141,3.636344,0.65753424,0.64352721,0.62119412,0.66193986,406141286,169782,1018551,.1666897386581526,612604,.3755645539510347,ALABAMA,J9312,0.082785755
State,01,ALABAMA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,22,222,4102,684,447.59534,224.17427,177.52722,179.78149,2023,mup_phy_r25_p05_v20_d23_geo.csv,3,330,6062,1146,12.839591,10.813244,8.6132774,8.7155676,0.12,0.59782606,0.59641874,0.62622952,406141286,169782,1018551,.1666897386581526,612604,.3755645539510347,ALABAMA,J2778,0.06690371
State,01,ALABAMA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,114,500,147955,2740,96.268143,32.640026,25.880913,26.288017,2023,mup_phy_r25_p05_v20_d23_geo.csv,34,65,17448,319,4.4909511,1.4287053,1.1338298,1.1493771,0.22972973,0.11504425,0.10548781,0.10428245,406141286,169782,1018551,.1666897386581526,612604,.3755645539510347,ALABAMA,J1745,0.005139802
State,01,ALABAMA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,36,118,23282,589,24.170498,6.6165338,5.207891,5.207891,2023,mup_phy_r25_p05_v20_d23_geo.csv,75,239,60233,1830,1.0136684,0.30955914,0.24225986,0.24337611,0.67567569,0.66946781,0.72122371,0.75651097,406141286,169782,1018551,.1666897386581526,612604,.3755645539510347,ALABAMA,J0885,0.10741907
State,01,ALABAMA,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,17,21,42780,94,2.7699859,0.96620077,0.76261759,0.76261759,2023,mup_phy_r25_p05_v20_d23_geo.csv,66,73,167400,342,0.12725239,0.017666457,0.013673929,0.013673929,0.79518074,0.77659577,0.79646015,0.78440368,406141286,169782,1018551,.1666897386581526,612604,.3755645539510347,ALABAMA,J1442,0.065561928
State,01,ALABAMA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,62,4889,21741,16292,117.63588,70.150139,53.781178,54.268471,2023,mup_phy_r25_p05_v20_d23_geo.csv,156,284,94025,1595,25.416636,7.1362777,5.683032,5.7202706,0.71559632,0.054900445,0.81219876,0.089170903,406141286,169782,1018551,.1666897386581526,612604,.3755645539510347,ALABAMA,J9035,0.31365693
State,02,ALASKA,J1745,"Injection infliximab, 10 mg",infliximab,Y,O,18,96,20368,386,195.81813,71.847237,57.195465,57.195465,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,23185631,12376,73125,.1692444444444444,56,0.000765226,ALASKA,J1745,0
State,02,ALASKA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,4,30,443,89,468,378.03638,301.95972,301.95972,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,23185631,12376,73125,.1692444444444444,56,0.000765226,ALASKA,J2778,0
State,02,ALASKA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,18,79,287,287,10992.011,3529.8247,2817.071,2817.071,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,23185631,12376,73125,.1692444444444444,56,0.000765226,ALASKA,J2505,0
State,02,ALASKA,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,17,24,8602,243,216.91765,77.430557,61.808884,61.808884,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,23185631,12376,73125,.1692444444444444,56,0.000765226,ALASKA,J9355,0
State,02,ALASKA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,25,414,12227,1181,148.03511,67.602829,53.887764,53.887764,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,23185631,12376,73125,.1692444444444444,56,0.000765226,ALASKA,J9035,0
